837.5,157.0,88.70085,167.907,1041.5,1987.5
4
-854.0,99.5,1603.5,0.0,1.5708,0.0,39.0,1.0,64.0,1001
-680.586,55.7049,1338.3922,1.5708,0.0,-2.0071,24.68,23.39,119.41,192
-539.5,8.7,1562.5,1.5708,0.0,1.5708,1.0,7.0,12.0,102
-537.0,20.1,1548.3001,1.5708,0.7854,1.5708,1.0,6.0,1.0,102
-553.7,8.7,1574.5002,1.5708,0.0,0.0,1.0,7.0,12.0,102
-548.5,8.7,1562.5,1.5708,0.0,1.5708,1.0,11.0,12.0,194
-528.0,35.7499,1558.3001,1.5708,0.0,-0.7854,4.0,4.0,28.7,194
-528.0,51.1,1558.3001,1.5708,0.0,-1.5708,6.0,7.0,0.4,1001
-516.3536,-3.0,1098.3535,-0.2618,-1.0471,0.0,3.0,2.4,3.0,194
-528.0,50.7,1558.3001,1.5708,0.0,-1.5708,6.0,6.0,0.4,1001
-528.0,50.3,1558.3001,1.5708,0.0,-1.5708,6.0,6.0,0.4,102
-550.5967,4.65,1091.7481,-3.1416,-1.4836,-3.1416,8.0,1.0,8.0,194
-531.2307,1.6,1092.4327,3.1048,-0.608,2.9486,8.0,25.6,8.0,194
-544.0,20.1,1548.3001,1.5708,0.7854,1.5708,1.0,6.0,1.0,102
-813.5131,90.866,1553.627,0.0,1.5708,0.0,1.0,53.6,1.0,192
-701.5,132.0,1496.5,1.5708,0.0,0.0,1.0,11.0,12.0,102
-825.9667,94.7786,1696.0,-3.1416,0.0,1.3963,9.0,1.0,4.0,217
-809.4468,122.4155,1685.1094,2.1643,1.3128,3.0052,15.0,15.0,15.0,37
-826.3102,95.5127,1693.5907,-2.6208,-0.6177,1.8277,9.0,1.0,2.8,217
-883.7889,99.6001,1512.5409,-3.1416,1.4836,-3.1416,1.0,1.2,1.0,194
-919.9338,117.5001,1629.7752,0.0,0.6981,1.5708,1.0,1.2,1.0,194
-1191.215,27.915,1465.3001,0.0,1.5708,0.0,143.6,62.23,68.43,194
-828.1,118.05,1408.4501,1.5708,0.0,1.5708,2.9,1.8,28.1,1001
-814.1,118.0499,1408.4501,1.5708,0.0,1.5708,2.9,1.8,28.1,1001
-877.1249,116.5001,1676.7478,-3.1416,0.8726,-1.5708,1.0,4.0,48.0,217
-900.2562,116.5001,1689.6305,0.0,0.6981,1.5708,1.0,4.0,14.0,217
-712.0265,99.7,1735.3153,-3.1416,-0.6109,-3.1416,1.0,1.0,33.0,102
-597.7131,-1.1481,1808.5997,0.9889,1.4033,-3.0184,3.4,0.5,2.8,217
-1058.0142,64.5664,1749.9937,-3.1416,-1.2218,-3.1416,51.0,1.2,174.6,37
-732.6794,64.5664,1741.3584,-3.1416,1.1344,-3.1416,139.5,1.2,140.1,37
-881.5461,64.5664,1606.7816,0.0,1.5708,0.0,211.5,1.2,125.1,37
-752.5,140.3039,1505.2035,1.9198,0.0,1.5708,13.0,11.0,1.0,1001
-618.7855,2.7,1901.1045,-3.1416,-0.8726,1.5708,11.8,38.4,4.8,194
-606.9999,8.6,1856.7,0.0,1.5708,0.0,62.4,23.6,4.8,194
-730.5,136.1698,1517.0013,1.9198,0.0,0.0,1.0,18.0,1.2,102
-593.2462,62.6367,1844.9104,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-595.1145,62.1361,1845.4285,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-985.7254,68.6664,1550.3124,-1.5708,0.0,-0.9599,67.0,97.0,7.0,102
-560.6,58.0,1831.5,2.8798,0.0,-3.1416,2.0,5.6,6.0,194
-901.0591,112.8,1523.5415,-3.1416,-1.2218,-3.1416,2.0,24.0,0.9,102
-963.5004,29.4798,1790.7384,2.7053,0.0,0.0,6.0,0.5,1.0,217
-963.5298,26.8978,1792.0529,2.7053,0.0,0.0,6.0,0.5,1.0,217
-963.2002,40.355,1785.6674,2.7053,0.0,0.0,6.0,0.5,1.0,217
-963.5001,39.4489,1786.0897,2.7053,0.0,0.0,6.0,0.5,1.0,217
-901.7432,112.8,1525.4209,-3.1416,-1.2218,-3.1416,2.0,24.0,0.9,102
-974.7051,8.6666,1834.6193,0.0,0.0873,-3.1416,9.0,7.0,41.0,192
-963.9,41.2609,1785.245,2.7053,0.0,0.0,6.0,0.5,1.0,217
-628.0,44.6,1773.0,-3.1416,0.0,-3.1416,12.0,1.0,10.0,153
-626.0,40.6,1773.0,-3.1416,0.0,-3.1416,16.0,1.0,10.0,153
-615.5,70.6,1767.5,0.0,1.5708,0.0,3.0,1.0,1.0,102
-701.5,114.0,1510.5,0.0,0.0,-3.1416,3.0,2.0,1.0,102
-817.0,99.0,1454.5004,0.0,1.5708,0.0,91.0,0.2,11.0,194
-817.0,108.2,1516.0002,0.0,1.5708,0.0,38.0,0.2,11.0,194
-963.0002,36.6865,1787.3781,2.7053,0.0,0.0,6.0,0.5,1.0,217
-959.2223,38.6666,1688.4557,-1.5708,0.0,0.7854,59.0,109.0,67.0,102
